Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio
11,Santa Fe de Bogotá,001,"SANTA FE DE BOGOTA, D. C."
11,Santa Fe de Bogotá,001,"SANTAFE DE BOGOTA D.C.-
USAQUEN"
11,Santa Fe de Bogotá,002,"SANTAFE DE BOGOTA D.C.-
CHAPINERO"
11,Santa Fe de Bogotá,003,"SANTAFE DE BOGOTA D.C.-
SANTA FE"
11,Santa Fe de Bogotá,004,"SANTAFE DE BOGOTA D.C.-
SAN CRISTOBAL"
11,Santa Fe de Bogotá,005,"SANTAFE DE BOGOTA D.C.- 
USME"
11,Santa Fe de Bogotá,006,"SANTAFE DE BOGOTA D.C.-
TUNJUELITO"
11,Santa Fe de Bogotá,007,"SANTAFE DE BOGOTA D.C.-
BOSA"
11,Santa Fe de Bogotá,008,"SANTAFE DE BOGOTA D.C.-
KENNEDY"
11,Santa Fe de Bogotá,009,"SANTAFE DE BOGOTA D.C.-
FONTIBON"
11,Santa Fe de Bogotá,010,"SANTAFE DE BOGOTA D.C.-
ENGATIVA"
11,Santa Fe de Bogotá,011,"SANTAFE DE BOGOTA D.C.-
SUBA"
11,Santa Fe de Bogotá,012,"SANTAFE DE BOGOTA D.C.-
BARRIOS UNIDOS"
11,Santa Fe de Bogotá,013,"SANTAFE DE BOGOTA D.C.-
TEUSAQUILLO"
11,Santa Fe de Bogotá,014,"SANTAFE DE BOGOTA D.C.-
MARTIRES"
11,Santa Fe de Bogotá,015,"SANTAFE DE BOGOTA D.C.-
ANTONIO NARIÑO"
11,Santa Fe de Bogotá,016,"SANTAFE DE BOGOTA D.C.-
PUENTE ARANDA"
11,Santa Fe de Bogotá,017,"SANTAFE DE BOGOTA D.C.-
CANDELARIA"
11,Santa Fe de Bogotá,018,"SANTAFE DE BOGOTA D.C.-
RAFAEL URIBE"
11,Santa Fe de Bogotá,019,"SANTAFE DE BOGOTA D.C.-
CIUDAD BOLIVAR"
11,Santa Fe de Bogotá,020,"SANTAFE DE BOGOTA D.C.-
SUMAPAZ"
13,Bolivar,001,"CARTAGENA (DISTRITO 
TURISTICO Y CULTURAL DE 
CARTAGENA)"
13,Bolivar,006,ACHI
13,Bolivar,030,ALTOS DEL ROSARIO
13,Bolivar,042,ARENAL
13,Bolivar,052,ARJONA
13,Bolivar,062,ARROYOHONDO
13,Bolivar,074,BARRANCO DE LOBA
13,Bolivar,140,CALAMAR
13,Bolivar,160,CANTAGALLO
13,Bolivar,188,CICUCO
13,Bolivar,212,CORDOBA
13,Bolivar,222,CLEMENCIA
13,Bolivar,244,EL CARMEN DE BOLIVAR
13,Bolivar,248,EL GUAMO
13,Bolivar,268,EL PEÑON
13,Bolivar,300,HATILLO DE LOBA
13,Bolivar,430,MAGANGUE
13,Bolivar,433,MAHATES
13,Bolivar,440,MARGARITA
13,Bolivar,442,MARIA LA BAJA
13,Bolivar,458,MONTECRISTO
13,Bolivar,468,MOMPOS
13,Bolivar,473,MORALES
13,Bolivar,549,PINILLOS
13,Bolivar,580,REGIDOR
13,Bolivar,600,RIO VIEJO
13,Bolivar,620,SAN CRISTOBAL
13,Bolivar,647,SAN ESTANISLAO
13,Bolivar,650,SAN FERNANDO
13,Bolivar,654,SAN JACINTO
13,Bolivar,655,SAN JACINTO DEL CAUCA
13,Bolivar,657,SAN JUAN NEPOMUCENO
13,Bolivar,667,SAN MARTIN DE LOBA
13,Bolivar,670,SAN PABLO
13,Bolivar,673,SANTA CATALINA
13,Bolivar,683,SANTA ROSA
13,Bolivar,688,SANTA ROSA DEL SUR
13,Bolivar,744,SIMITI
13,Bolivar,760,SOPLAVIENTO
13,Bolivar,780,TALAIGUA NUEVO
13,Bolivar,810,TIQUISIO (PUERTO RICO)
13,Bolivar,836,TURBACO
13,Bolivar,838,TURBANA
13,Bolivar,873,VILLANUEVA
13,Bolivar,894,ZAMBRANO
15,Boyaca,001,TUNJA
15,Boyaca,022,ALMEIDA
15,Boyaca,047,AQUITANIA
15,Boyaca,051,ARCABUCO
15,Boyaca,087,BELEN
15,Boyaca,090,BERBEO
15,Boyaca,092,BETEITIVA
15,Boyaca,097,BOAVITA
15,Boyaca,104,BOYACA
15,Boyaca,106,BRICEÑO
15,Boyaca,109,BUENAVISTA
15,Boyaca,114,BUSBANZA
15,Boyaca,131,CALDAS
15,Boyaca,135,CAMPOHERMOSO
15,Boyaca,162,CERINZA
15,Boyaca,172,CHINAVITA
15,Boyaca,176,CHIQUINQUIRA
15,Boyaca,180,CHISCAS
15,Boyaca,183,CHITA
15,Boyaca,185,CHITARAQUE
15,Boyaca,187,CHIVATA
15,Boyaca,189,CIENEGA
15,Boyaca,204,COMBITA
15,Boyaca,212,COPER
15,Boyaca,215,CORRALES
15,Boyaca,218,COVARACHIA
15,Boyaca,223,CUBARA
15,Boyaca,224,CUCAITA
15,Boyaca,226,CUITIVA
15,Boyaca,232,CHIQUIZA
15,Boyaca,236,CHIVOR
15,Boyaca,238,DUITAMA
15,Boyaca,244,EL COCUY
15,Boyaca,248,EL ESPINO
15,Boyaca,272,FIRAVITOBA
15,Boyaca,276,FLORESTA
15,Boyaca,293,GACHANTIVA
15,Boyaca,296,GAMEZA
15,Boyaca,299,GARAGOA
15,Boyaca,317,GUACAMAYAS
15,Boyaca,322,GUATEQUE
15,Boyaca,325,GUAYATA
15,Boyaca,332,GUICAN
15,Boyaca,362,IZA
15,Boyaca,367,JENESANO
15,Boyaca,368,JERICO
15,Boyaca,377,LABRANZAGRANDE
15,Boyaca,380,LA CAPILLA
15,Boyaca,401,LA VICTORIA
15,Boyaca,403,LA UVITA
15,Boyaca,407,VILLA DE LEIVA
15,Boyaca,425,MACANAL
15,Boyaca,442,MARIPI
15,Boyaca,455,MIRAFLORES
15,Boyaca,464,MONGUA
15,Boyaca,466,MONGUI
15,Boyaca,469,MONIQUIRA
15,Boyaca,476,MOTAVITA
15,Boyaca,480,MUZO
15,Boyaca,491,NOBSA
15,Boyaca,494,NUEVO COLON
15,Boyaca,500,OICATA
15,Boyaca,507,OTANCHE
15,Boyaca,511,PACHAVITA
15,Boyaca,514,PAEZ
15,Boyaca,516,PAIPA
15,Boyaca,518,PAJARITO
15,Boyaca,522,PANQUEBA
15,Boyaca,531,PAUNA
15,Boyaca,533,PAYA
15,Boyaca,537,PAZ DEL RIO
15,Boyaca,542,PESCA
15,Boyaca,550,PISBA
15,Boyaca,572,PUERTO BOYACA
15,Boyaca,580,QUIPAMA
15,Boyaca,599,RAMIRIQUI
15,Boyaca,600,RAQUIRA
15,Boyaca,621,RONDON
15,Boyaca,632,SABOYA
15,Boyaca,638,SACHICA
15,Boyaca,646,SAMACA
15,Boyaca,660,SAN EDUARDO
15,Boyaca,664,SAN JOSE DE PARE
15,Boyaca,667,SAN LUIS DE GACENO
15,Boyaca,673,SAN MATEO
15,Boyaca,676,SAN MIGUEL DE SEMA
15,Boyaca,681,SAN PABLO DE BORBUR
15,Boyaca,686,SANTANA
15,Boyaca,690,SANTA MARIA
15,Boyaca,693,SANTA ROSA DE VITERBO
15,Boyaca,696,SANTA SOFIA
15,Boyaca,720,SATIVANORTE
15,Boyaca,723,SATIVASUR
15,Boyaca,740,SIACHOQUE
15,Boyaca,753,SOATA
15,Boyaca,755,SOCOTA
15,Boyaca,757,SOCHA
15,Boyaca,759,SOGAMOSO
15,Boyaca,761,SOMONDOCO
15,Boyaca,762,SORA
15,Boyaca,763,SOTAQUIRA
15,Boyaca,764,SORACA
15,Boyaca,774,SUSACON
15,Boyaca,776,SUTAMARCHAN
15,Boyaca,778,SUTATENZA
15,Boyaca,790,TASCO
15,Boyaca,798,TENZA
15,Boyaca,804,TIBANA
15,Boyaca,806,TIBASOSA
15,Boyaca,808,TINJACA
15,Boyaca,810,TIPACOQUE
15,Boyaca,814,TOCA
15,Boyaca,816,TOGUI
15,Boyaca,820,TOPAGA
15,Boyaca,822,TOTA
15,Boyaca,832,TUNUNGUA
15,Boyaca,835,TURMEQUE
15,Boyaca,837,TUTA
15,Boyaca,839,TUTASA
15,Boyaca,842,UMBITA
15,Boyaca,861,VENTAQUEMADA
15,Boyaca,879,VIRACACHA
15,Boyaca,897,ZETAQUIRA
17,Caldas,001,MANIZALES
17,Caldas,013,AGUADAS
17,Caldas,042,ANSERMA
17,Caldas,050,ARANZAZU
17,Caldas,088,BELALCAZAR
17,Caldas,174,CHINCHINA
17,Caldas,272,FILADELFIA
17,Caldas,380,LA DORADA
17,Caldas,388,LA MERCED
17,Caldas,433,MANZANARES
17,Caldas,442,MARMATO
17,Caldas,444,MARQUETALIA
17,Caldas,446,MARULANDA
17,Caldas,486,NEIRA
17,Caldas,495,NORCASIA
17,Caldas,513,PACORA
17,Caldas,524,PALESTINA
17,Caldas,541,PENSILVANIA
17,Caldas,614,RIOSUCIO
17,Caldas,616,RISARALDA
17,Caldas,653,SALAMINA
17,Caldas,662,SAMANA
17,Caldas,665,SAN JOSE
17,Caldas,777,SUPIA
17,Caldas,867,VICTORIA
17,Caldas,873,VILLAMARIA
17,Caldas,877,VITERBO
18,Caqueta,001,FLORENCIA
18,Caqueta,029,ALBANIA
18,Caqueta,094,BELEN DE LOS ANDAQUIES
18,Caqueta,150,CARTAGENA DEL CHAIRA
18,Caqueta,205,CURILLO
18,Caqueta,247,EL DONCELLO
18,Caqueta,256,EL PAUJIL
18,Caqueta,410,LA MONTAÑITA
18,Caqueta,460,MILAN
18,Caqueta,479,MORELIA
18,Caqueta,592,PUERTO RICO
18,Caqueta,610,SAN JOSE DE FRAGUA
18,Caqueta,753,SAN  VICENTE DEL CAGUAN
18,Caqueta,756,SOLANO
18,Caqueta,785,SOLITA
18,Caqueta,860,VALPARAISO
19,Cauca,001,POPAYAN
19,Cauca,022,ALMAGUER
19,Cauca,050,ARGELIA
19,Cauca,075,BALBOA
19,Cauca,100,BOLIVAR
19,Cauca,110,BUENOS AIRES
19,Cauca,130,CAJIBIO
19,Cauca,137,CALDONO
19,Cauca,142,CALOTO
19,Cauca,212,CORINTO
19,Cauca,256,EL TAMBO
19,Cauca,290,FLORENCIA
19,Cauca,318,GUAPI
19,Cauca,355,INZA
19,Cauca,364,JAMBALO
19,Cauca,392,LA SIERRA
19,Cauca,397,LA VEGA
19,Cauca,418,LOPEZ (MICAY)
19,Cauca,450,MERCADERES
19,Cauca,455,MIRANDA
19,Cauca,473,MORALES
19,Cauca,513,PADILLA
19,Cauca,517,PAEZ (BELALCAZAR)
19,Cauca,532,PATIA (EL BORDO)
19,Cauca,533,PIAMONTE
19,Cauca,548,PIENDAMO
19,Cauca,573,PUERTO TEJADA
19,Cauca,585,PURACE (COCONUCO)
19,Cauca,622,ROSAS
19,Cauca,693,SAN SEBASTIAN
19,Cauca,698,SANTANDER DE QUILICHAO
19,Cauca,701,SANTA ROSA
19,Cauca,743,SILVIA
19,Cauca,760,SOTARA (PAISPAMBA)
19,Cauca,780,SUAREZ
19,Cauca,807,TIMBIO
19,Cauca,809,TIMBIQUI
19,Cauca,821,TORIBIO
19,Cauca,824,TOTORO
19,Cauca,845,VILLARICA
20,Cesar,001,VALLEDUPAR
20,Cesar,011,AGUACHICA
20,Cesar,013,AGUSTIN CODAZZI
20,Cesar,032,ASTREA
20,Cesar,045,BECERRIL
20,Cesar,060,BOSCONIA
20,Cesar,175,CHIMICHAGUA
20,Cesar,178,CHIRIGUANA
20,Cesar,228,CURUMANI
20,Cesar,238,EL COPEY
20,Cesar,250,EL PASO
20,Cesar,295,GAMARRA
20,Cesar,310,GONZALEZ
20,Cesar,383,LA GLORIA
20,Cesar,400,LA JAGUA IBIRICO
20,Cesar,443,"MANAURE (BALCON DEL 
CESAR)"
20,Cesar,517,PAILITAS
20,Cesar,550,PELAYA
20,Cesar,570,PUEBLO BELLO
20,Cesar,614,RIO DE ORO
20,Cesar,621,LA PAZ (ROBLES)
20,Cesar,710,SAN ALBERTO
20,Cesar,750,SAN DIEGO
20,Cesar,770,SAN MARTIN
20,Cesar,787,TAMALAMEQUE
23,Cordova,001,MONTERIA
23,Cordova,068,AYAPEL
23,Cordova,079,BUENAVISTA
23,Cordova,090,CANALETE
23,Cordova,162,CERETE
23,Cordova,168,CHIMA
23,Cordova,182,CHINU
23,Cordova,189,CIENAGA DE ORO
23,Cordova,300,COTORRA
23,Cordova,350,LA APARTADA
23,Cordova,417,LORICA
23,Cordova,419,LOS CORDOBAS
23,Cordova,464,MOMIL
23,Cordova,466,MONTELIBANO
23,Cordova,500,MOÑITOS
23,Cordova,555,PLANETA RICA
23,Cordova,570,PUEBLO NUEVO
23,Cordova,574,PUERTO ESCONDIDO
23,Cordova,580,PUERTO LIBERTADOR
23,Cordova,586,PURISIMA
23,Cordova,660,SAHAGUN
23,Cordova,670,SAN ANDRES SOTAVENTO
23,Cordova,672,SAN ANTERO
23,Cordova,675,"SAN BERNARDO DEL 
VIENTO"
23,Cordova,678,SAN CARLOS
23,Cordova,686,SAN PELAYO
23,Cordova,807,TIERRALTA
23,Cordova,855,VALENCIA
25,Cundinamarca,001,AGUA DE DIOS
25,Cundinamarca,019,ALBAN
25,Cundinamarca,035,ANAPOIMA
25,Cundinamarca,040,ANOLAIMA
25,Cundinamarca,053,ARBELAEZ
25,Cundinamarca,086,BELTRAN
25,Cundinamarca,095,BITUIMA
25,Cundinamarca,099,BOJACA
25,Cundinamarca,120,CABRERA
25,Cundinamarca,123,CACHIPAY
25,Cundinamarca,126,CAJICA
25,Cundinamarca,148,CAPARRAPI
25,Cundinamarca,151,CAQUEZA
25,Cundinamarca,154,CARMEN DE CARUPA
25,Cundinamarca,168,CHAGUANI
25,Cundinamarca,175,CHIA
25,Cundinamarca,178,CHIPAQUE
25,Cundinamarca,181,CHOACHI
25,Cundinamarca,183,CHOCONTA
25,Cundinamarca,200,COGUA
25,Cundinamarca,214,COTA
25,Cundinamarca,224,CUCUNUBA
25,Cundinamarca,245,EL COLEGIO
25,Cundinamarca,258,EL PEÑON
25,Cundinamarca,260,EL ROSAL
25,Cundinamarca,269,FACATATIVA
25,Cundinamarca,279,FOMEQUE
25,Cundinamarca,281,FOSCA
25,Cundinamarca,286,FUNZA
25,Cundinamarca,288,FUQUENE
25,Cundinamarca,290,FUSAGASUGA
25,Cundinamarca,293,GACHALA
25,Cundinamarca,295,GACHANCIPA
25,Cundinamarca,297,GACHETA
25,Cundinamarca,299,GAMA
25,Cundinamarca,307,GIRARDOT
25,Cundinamarca,312,GRANADA
25,Cundinamarca,317,GUACHETA
25,Cundinamarca,320,GUADUAS
25,Cundinamarca,322,GUASCA
25,Cundinamarca,324,GUATAQUI
25,Cundinamarca,326,GUATAVITA
25,Cundinamarca,328,GUAYABAL DE SIQUIMA
25,Cundinamarca,335,GUAYABETAL
25,Cundinamarca,339,GUTIERREZ
25,Cundinamarca,368,JERUSALEN
25,Cundinamarca,372,JUNIN
25,Cundinamarca,377,LA CALERA
25,Cundinamarca,386,LA MESA
25,Cundinamarca,394,LA PALMA
25,Cundinamarca,398,LA PEÑA
25,Cundinamarca,402,LA VEGA
25,Cundinamarca,407,LENGUAZAQUE
25,Cundinamarca,426,MACHETA
25,Cundinamarca,430,MADRID
25,Cundinamarca,436,MANTA
25,Cundinamarca,438,MEDINA
25,Cundinamarca,473,MOSQUERA
25,Cundinamarca,483,NARIÑO
25,Cundinamarca,486,NEMOCON
25,Cundinamarca,488,NILO
25,Cundinamarca,489,NIMAIMA
25,Cundinamarca,491,NOCAIMA
25,Cundinamarca,506,VENECIA (OSPINA PEREZ)
25,Cundinamarca,513,PACHO
25,Cundinamarca,518,PAIME
25,Cundinamarca,524,PANDI
25,Cundinamarca,530,PARATEBUENO
25,Cundinamarca,535,PASCA
25,Cundinamarca,572,PUERTO SALGAR
25,Cundinamarca,580,PULI
25,Cundinamarca,592,QUEBRADANEGRA
25,Cundinamarca,594,QUETAME
25,Cundinamarca,596,QUIPILE
25,Cundinamarca,599,APULO (RAFAEL REYES)
25,Cundinamarca,612,RICAURTE
25,Cundinamarca,645,"SAN  ANTONIO DEL  
TEQUENDAMA"
25,Cundinamarca,649,SAN BERNARDO
25,Cundinamarca,653,SAN CAYETANO
25,Cundinamarca,658,SAN FRANCISCO
25,Cundinamarca,662,SAN JUAN DE RIOSECO
25,Cundinamarca,718,SASAIMA
25,Cundinamarca,736,SESQUILE
25,Cundinamarca,740,SIBATE
25,Cundinamarca,743,SILVANIA
25,Cundinamarca,745,SIMIJACA
25,Cundinamarca,754,SOACHA
25,Cundinamarca,758,SOPO
25,Cundinamarca,769,SUBACHOQUE
25,Cundinamarca,772,SUESCA
25,Cundinamarca,777,SUPATA
25,Cundinamarca,779,SUSA
25,Cundinamarca,781,SUTATAUSA
25,Cundinamarca,785,TABIO
25,Cundinamarca,793,TAUSA
25,Cundinamarca,797,TENA
25,Cundinamarca,799,TENJO
25,Cundinamarca,805,TIBACUY
25,Cundinamarca,807,TIBIRITA
25,Cundinamarca,815,TOCAIMA
25,Cundinamarca,817,TOCANCIPA
25,Cundinamarca,823,TOPAIPI
25,Cundinamarca,839,UBALA
25,Cundinamarca,841,UBAQUE
25,Cundinamarca,843,UBATE
25,Cundinamarca,845,UNE
25,Cundinamarca,851,UTICA
25,Cundinamarca,862,VERGARA
25,Cundinamarca,867,VIANI
25,Cundinamarca,871,VILLAGOMEZ
25,Cundinamarca,873,VILLAPINZON
25,Cundinamarca,875,VILLETA
25,Cundinamarca,878,VIOTA
25,Cundinamarca,885,YACOPI
25,Cundinamarca,898,ZIPACON
25,Cundinamarca,899,ZIPAQUIRA
27,Choco,001,"QUIBDO (SAN FRANCISCO 
DE QUIBDO)"
27,Choco,006,ACANDI
27,Choco,025,ALTO BAUDO (PIE DE PATO)
27,Choco,050,ATRATO
27,Choco,073,BAGADO
27,Choco,075,BAHIA SOLANO (MUTIS)
27,Choco,077,BAJO BAUDO (PIZARRO)
27,Choco,099,BOJAYA (BELLAVISTA)
27,Choco,135,"CANTON DE SAN PABLO 
(MANAGRU)"
27,Choco,205,CONDOTO
27,Choco,245,EL CARMEN DE ATRATO
27,Choco,250,"LITORAL DEL BAJO SAN 
JUAN (SANTA GENOVEVA DE 
DOCORDO)"
27,Choco,361,ISTMINA
27,Choco,372,JURADO
27,Choco,413,LLORO
27,Choco,425,MEDIO ATRATO
27,Choco,430,MEDIO BAUDO
27,Choco,491,NOVITA
27,Choco,495,NUQUI
27,Choco,600,RIOQUITO
27,Choco,615,RIOSUCIO
27,Choco,660,SAN JOSE DEL PALMAR
27,Choco,745,SIPI
27,Choco,787,TADO
27,Choco,800,UNGUIA
27,Choco,810,UNION PANAMERICANA
41,Huila,001,NEIVA
41,Huila,006,ACEVEDO
41,Huila,013,AGRADO
41,Huila,016,AIPE
41,Huila,020,ALGECIRAS
41,Huila,026,ALTAMIRA
41,Huila,078,BARAYA
41,Huila,132,CAMPOALEGRE
41,Huila,206,COLOMBIA
41,Huila,244,ELIAS
41,Huila,298,GARZON
41,Huila,306,GIGANTE
41,Huila,319,GUADALUPE
41,Huila,349,HOBO
41,Huila,357,IQUIRA
41,Huila,359,ISNOS (SAN JOSE DE ISNOS)
41,Huila,378,LA ARGENTINA
41,Huila,396,LA PLATA
41,Huila,483,NATAGA
41,Huila,503,OPORAPA
41,Huila,518,PAICOL
41,Huila,524,PALERMO
41,Huila,530,PALESTINA
41,Huila,548,PITAL
41,Huila,551,PITALITO
41,Huila,615,RIVERA
41,Huila,660,SALADOBLANCO
41,Huila,668,SAN AGUSTIN
41,Huila,676,SANTA MARIA
41,Huila,770,SUAZA
41,Huila,791,TARQUI
41,Huila,797,TESALIA
41,Huila,799,TELLO
41,Huila,801,TERUEL
41,Huila,807,TIMANA
41,Huila,872,VILLAVIEJA
41,Huila,885,YAGUARA
44,La Guajira,001,RIOHACHA
44,La Guajira,078,BARRANCAS
44,La Guajira,090,DIBULLA
44,La Guajira,098,DISTRACCION
44,La Guajira,110,EL MOLINO
44,La Guajira,279,FONSECA
44,La Guajira,378,HATONUEVO
44,La Guajira,420,LA JAGUA DEL PILAR
44,La Guajira,430,MAICAO
44,La Guajira,560,MANAURE
44,La Guajira,650,SAN JUAN DEL CESAR
44,La Guajira,847,URIBIA
44,La Guajira,855,URUMITA
44,La Guajira,874,VILLANUEVA
47,Magdalena,001,"SANTA MARTA (DISTRITO 
TURISTICO, CULTURAL E 
HISTORICODE SANTA 
MARTA)"
47,Magdalena,030,ALGARROBO
47,Magdalena,053,ARACATACA
47,Magdalena,058,ARIGUANI (EL DIFICIL)
47,Magdalena,161,CERRO SAN ANTONIO
47,Magdalena,170,CHIVOLO
47,Magdalena,189,CIENAGA
47,Magdalena,205,CONCORDIA
47,Magdalena,245,EL BANCO
47,Magdalena,258,EL PIÑON
47,Magdalena,268,EL RETEN
47,Magdalena,288,FUNDACION
47,Magdalena,318,GUAMAL
47,Magdalena,541,PEDRAZA
47,Magdalena,545,"PIJIÑO DEL CARMEN 
(PIJIÑO)"
47,Magdalena,551,PIVIJAY
47,Magdalena,555,PLATO
47,Magdalena,570,PUEBLOVIEJO
47,Magdalena,605,REMOLINO
47,Magdalena,660,SABANAS DE SAN ANGEL
47,Magdalena,675,SALAMINA
47,Magdalena,692,"SAN SEBASTIAN DE 
BUENAVISTA"
47,Magdalena,703,SAN ZENON
47,Magdalena,707,SANTA ANA
47,Magdalena,745,SITIONUEVO
47,Magdalena,798,TENERIFE
50,Meta,001,VILLAVICENCIO
50,Meta,006,ACACIAS
50,Meta,110,BARRANCA DE UPIA
50,Meta,124,CABUYARO
50,Meta,150,CASTILLA LA NUEVA
50,Meta,223,SAN LUIS DE CUBARRAL
50,Meta,226,CUMARAL
50,Meta,245,EL CALVARIO
50,Meta,251,EL CASTILLO
50,Meta,270,EL DORADO
50,Meta,287,FUENTE DE ORO
50,Meta,313,GRANADA
50,Meta,318,GUAMAL
50,Meta,325,MAPIRIPAN
50,Meta,330,MESETAS
50,Meta,350,LA MACARENA
50,Meta,370,LA URIBE
50,Meta,400,LEJANIAS
50,Meta,450,PUERTO CONCORDIA
50,Meta,568,PUERTO GAITAN
50,Meta,573,PUERTO LOPEZ
50,Meta,577,PUERTO LLERAS
50,Meta,590,PUERTO RICO
50,Meta,606,RESTREPO
50,Meta,680,SAN CARLOS DE GUAROA
50,Meta,683,SAN  JUAN DE ARAMA
50,Meta,686,SAN JUANITO
